,property_id,locality_name,postal_code,street_name,house_number,latitude,longitude,property_type,property_subtype,price,type_of_sale,number_of_rooms,living_area,kitchen_type,fully_equipped_kitchen,furnished,open_fire,terrace,terrace_area,garden,garden_area,surface_of_good,number_of_facades,swimming_pool,state_of_building,is_belgian
0,11151864,turnhout,2300,Steenweg op Gierle,84,51.3162867,4.9322054,HOUSE,HOUSE,175000.0,BUY_REGULAR,,120.0,SEMI_EQUIPPED,1.0,,1,1.0,,1.0,,227.0,3.0,,TO_RENOVATE,True
1,11154023,beringen,3582,Heesterweg,39,51.065132,5.2272306,HOUSE,HOUSE,249000.0,BUY_REGULAR,1.0,157.0,,1.0,,0,,,,,1186.0,4.0,,TO_BE_DONE_UP,True
2,11141961,sint-joost-ten-node,1210,,,,,APARTMENT,FLAT_STUDIO,120000.0,BUY_REGULAR,,33.0,NOT_INSTALLED,1.0,,0,1.0,6.0,,,,,,TO_BE_DONE_UP,True
3,11150522,gavere,9890,Slaapstraat,8,50.9145933,3.6505555,HOUSE_GROUP,HOUSE_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,,True
4,11145864,comblain-fairon,4180,Rue du Ruisseau,1,50.4460273,5.5428264,HOUSE,HOUSE,499000.0,BUY_REGULAR,21.0,280.0,INSTALLED,1.0,,0,,,,,1323.0,,,,True
5,11163132,nijvel,1400,,,,,HOUSE,HOUSE,375000.0,BUY_REGULAR,,160.0,INSTALLED,1.0,0.0,0,,,,,261.0,4.0,,,True
6,11158977,elsene,1050,Rue Souveraine,41,50.8327332,4.3641305,APARTMENT,APARTMENT,325000.0,BUY_REGULAR,,59.0,USA_SEMI_EQUIPPED,1.0,0.0,0,,,,,,2.0,0.0,AS_NEW,True
7,10851681,marcinelle,6001,,,,,HOUSE,VILLA,320000.0,BUY_REGULAR,,135.0,INSTALLED,1.0,0.0,0,,,,,780.0,4.0,,AS_NEW,True
8,11159690,gent,9000,Sint-Katelijnestraat,16,51.0590626,3.7280884,HOUSE,MIXED_USE_BUILDING,895000.0,BUY_REGULAR,1.0,561.0,,,,0,,,1.0,30.0,264.0,2.0,,TO_RENOVATE,True
9,10818793,knokke-heist,8300,Kustlaan,115,51.3543994,3.2977628,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,,True
10,11144974,florenville,6820,rue des écoles,7,49.715166,5.233625,HOUSE,HOUSE,175000.0,BUY_REGULAR,,195.0,SEMI_EQUIPPED,1.0,,0,,,,,142.0,2.0,,GOOD,True
11,11072105,brussel,1040,Rue Guimard,19,50.8435094,4.3702633,APARTMENT,APARTMENT,650000.0,BUY_REGULAR,,216.0,INSTALLED,1.0,0.0,0,,,,,,3.0,0.0,AS_NEW,True
12,11158864,dilsen-stokkem,3650,Haverstraat,20,51.0349297,5.7175208,HOUSE,HOUSE,375000.0,BUY_REGULAR,15.0,239.0,,,,0,,,,,528.0,,,,True
13,11129303,de haan,8420,Torenhofstraat,2,51.2571575,2.9994248,APARTMENT,APARTMENT,119000.0,BUY_REGULAR,1.0,48.0,,,,0,,,,,,,,GOOD,True
14,11155131,vorselaar,2290,Kempenlaan,"2, D",51.2026925,4.7683497,APARTMENT,APARTMENT,249000.0,BUY_REGULAR,,75.0,SEMI_EQUIPPED,1.0,,1,1.0,,,,,3.0,,GOOD,True
15,11156544,grobbendonk,2280,Netestraat,1c,51.1879352,4.739096,HOUSE,HOUSE,349000.0,BUY_REGULAR,,185.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,,,,152.0,3.0,,GOOD,True
16,11151125,liège,4000,rue de la Tonne,308,50.6624666,5.5558704,HOUSE,HOUSE,239000.0,BUY_REGULAR,13.0,105.0,NOT_INSTALLED,1.0,0.0,0,1.0,15.0,1.0,113.0,229.0,2.0,0.0,GOOD,True
17,11007833,strombeek-bever,1853,Klauwaartslaan,2,50.9040265,4.3533926,HOUSE,HOUSE,645000.0,BUY_REGULAR,,,INSTALLED,1.0,0.0,0,,,,,383.0,3.0,0.0,GOOD,True
18,11148024,bissegem,8501,Peperleenstraat,7,50.8255829,3.2282381,HOUSE,HOUSE,265000.0,BUY_REGULAR,1.0,153.0,,,,0,,,1.0,67.0,172.0,3.0,,GOOD,True
19,11142564,waver,1300,Chaussée de Louvain,353,50.7213074,4.6252711,APARTMENT,DUPLEX,135000.0,BUY_REGULAR,,45.0,SEMI_EQUIPPED,1.0,,1,,,,,,3.0,,TO_BE_DONE_UP,True
20,11149557,kuurne,8520,Boomgaardstraat,54,50.8535799,3.2814919,HOUSE,HOUSE,239000.0,BUY_REGULAR,1.0,185.0,,,,0,,,,,465.0,4.0,,TO_RENOVATE,True
21,11093958,nijvel,1400,Rue de Namur,169,50.5995225,4.333127,APARTMENT,GROUND_FLOOR,165000.0,BUY_REGULAR,,65.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,10.0,,,,,0.0,GOOD,True
22,11154148,chastre-villeroux-blanmont,1450,,,,,HOUSE,HOUSE,599000.0,BUY_REGULAR,,330.0,INSTALLED,1.0,,1,,,1.0,,1075.0,4.0,,AS_NEW,True
23,10708937,waterloo,1410,rue de Caraute,1,50.7115297,4.3551238,APARTMENT,APARTMENT,496150.0,BUY_REGULAR,,,USA_HYPER_EQUIPPED,1.0,,0,1.0,16.0,,,,,,AS_NEW,True
24,10985322,brussel,1000,Sint-Goriksstraat,9,50.8474409,4.3475146,APARTMENT,APARTMENT,415000.0,BUY_REGULAR,,93.0,USA_INSTALLED,1.0,,1,,,1.0,45.0,,,,AS_NEW,True
26,11089367,ravels,2380,Vlasrietje,46,51.376682,4.98435,HOUSE,HOUSE,199000.0,BUY_REGULAR,,140.0,INSTALLED,1.0,,0,1.0,,,,188.0,2.0,,GOOD,True
27,11148620,lier,2500,Volmolenstraat,41,51.1287579,4.5725683,HOUSE,HOUSE,420000.0,BUY_REGULAR,13.0,172.0,HYPER_EQUIPPED,1.0,,0,,,,,121.0,,,,True
28,10978765,knokke,8300,Lippenslaan,355,51.3519685,3.2886899,APARTMENT,APARTMENT,319000.0,BUY_REGULAR,5.0,29.0,,,,0,,,,,,2.0,,,True
29,11063282,houthulst,8650,Jonkershovestraat,268,50.9693682,2.9133753,HOUSE,HOUSE,269000.0,BUY_REGULAR,18.0,182.0,SEMI_EQUIPPED,1.0,,0,,,,,2165.0,,,TO_RENOVATE,True
30,11100255,knokke-zoute,8300,Koningslaan,107,51.3496273,3.2848212,APARTMENT,APARTMENT,675000.0,BUY_REGULAR,9.0,85.0,HYPER_EQUIPPED,1.0,,0,,,,,,2.0,,,True
31,11159531,perwijs,1360,,,,,HOUSE_GROUP,HOUSE_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,,True
32,11076849,aalst (9300),9300,,,,,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,,True
33,11153019,kessel,2560,Kessel-Dorp,95,51.1403599,4.6312648,APARTMENT,APARTMENT,379000.0,BUY_REGULAR,12.0,170.0,HYPER_EQUIPPED,1.0,,0,,,,,,,,,True
34,11146272,charleroi jumet,6040,,,,,HOUSE,HOUSE,245000.0,BUY_REGULAR,,,,,0.0,0,1.0,,,,0.0,4.0,,TO_BE_DONE_UP,True
35,11150517,gavere,9890,Slaapstraat,"8,A",50.9145933,3.6505555,HOUSE,HOUSE,364163.0,BUY_REGULAR,,120.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,15.0,1.0,158.0,238.0,3.0,0.0,AS_NEW,True
36,11154493,anderlecht,1070,Avenue Guillaume Stassart,"1,22",50.8214707,4.2976678,APARTMENT,APARTMENT,169000.0,BUY_REGULAR,,70.0,NOT_INSTALLED,1.0,,0,1.0,13.0,,,,,,TO_RENOVATE,True
37,11163007,lier,2500,Arbeidsstraat,20,51.1412527,4.5595574,HOUSE,OTHER_PROPERTY,585000.0,BUY_REGULAR,,217.0,INSTALLED,1.0,,1,1.0,14.0,1.0,168.0,312.0,3.0,,AS_NEW,True
38,11161550,deinze,9800,Staggestraat,-,51.0011589,3.4655187,HOUSE,HOUSE,675831.0,BUY_REGULAR,8.0,,HYPER_EQUIPPED,1.0,,0,,,,,1000.0,,,,True
39,10952162,oostende,8400,Wapenplein,6,51.2322806,2.9175081,APARTMENT,APARTMENT,800000.0,BUY_REGULAR,12.0,223.0,,1.0,,0,1.0,,,,,,,TO_RENOVATE,True
40,11156572,gent,9051,Raymonde de Larochelaan,1,51.0274241,3.696983,APARTMENT,APARTMENT,320000.0,BUY_REGULAR,,90.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,11.0,,,,4.0,0.0,AS_NEW,True
41,10545648,knokke-heist,8300,Jozef Nellenslaan,223,51.350444,3.2842117,APARTMENT,APARTMENT,845000.0,BUY_REGULAR,,74.0,USA_SEMI_EQUIPPED,1.0,1.0,0,1.0,4.0,,,,2.0,0.0,AS_NEW,True
42,11159112,deerlijk,8540,Stationsstraat,28-30,50.8518225,3.351145,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,,True
43,10892319,vilvoorde,1800,Maria Theresialaan,65,50.9228315,4.4213012,APARTMENT,APARTMENT,346939.0,BUY_REGULAR,,112.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,8.0,,,,4.0,,AS_NEW,True
44,10975236,tienen,3300,Residentie Beatrijs,167,50.8074418,4.9483421,APARTMENT,APARTMENT,199000.0,BUY_REGULAR,,104.0,,1.0,0.0,0,1.0,25.0,,,,3.0,0.0,TO_BE_DONE_UP,True
45,11154352,malonne,5020,Fond de Malonne,136,50.4372428,4.7951765,HOUSE,HOUSE,259000.0,BUY_REGULAR,,400.0,,,1.0,1,,,1.0,650.0,1149.0,2.0,,TO_RENOVATE,True
46,11145362,forêt,4870,,,,,APARTMENT,APARTMENT,270000.0,BUY_REGULAR,,81.0,INSTALLED,1.0,,1,1.0,8.0,,,,4.0,,,True
47,11154804,geel,2440,Pas,289,51.154519,4.9792577,HOUSE,HOUSE,325000.0,BUY_REGULAR,,183.0,,,,1,,,1.0,,847.0,3.0,,TO_BE_DONE_UP,True
48,11151705,hélécine,1357,,,,,APARTMENT,APARTMENT,206500.0,BUY_REGULAR,,69.0,,,,1,,,,,,2.0,,,True
49,10857677,elsene,1050,,,,,APARTMENT,APARTMENT,850000.0,BUY_REGULAR,,176.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,12.0,,,,2.0,0.0,AS_NEW,True
50,11038477,evere,1140,Rue Colonel Bourg,135,50.8558693,4.4184622,APARTMENT,PENTHOUSE,462000.0,BUY_REGULAR,,124.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,17.0,,,,2.0,0.0,AS_NEW,True
51,10732841,elsene,1050,Armand Huysmanslaan,2,50.8157264,4.383899,APARTMENT,APARTMENT,349000.0,BUY_REGULAR,,80.0,,1.0,0.0,0,1.0,,,,,3.0,0.0,TO_BE_DONE_UP,True
52,10880066,harelbeke,8530,Gentsestraat,61,50.8595894,3.3164257,APARTMENT,APARTMENT,355000.0,BUY_REGULAR,,218.0,INSTALLED,1.0,,0,1.0,50.0,,,,,0.0,AS_NEW,True
53,10900623,blankenberge,8370,Graaf Jansdijk,3,51.3164459,3.13189,APARTMENT,FLAT_STUDIO,139000.0,BUY_REGULAR,1.0,37.0,,,,0,,,,,,,,GOOD,True
54,11156699,vloesberg,7880,Hanaise,17,50.733485,3.7335456,HOUSE,HOUSE,395000.0,BUY_REGULAR,,278.0,INSTALLED,1.0,,1,1.0,,,,1783.0,4.0,,,True
55,11004786,tongeren,3700,Maastrichtersteenweg,167,50.7837865,5.481471,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,,True
56,10917401,kontich,2550,Albertlei,32,51.1362868,4.4381406,APARTMENT,APARTMENT,229000.0,BUY_REGULAR,,,INSTALLED,1.0,,0,1.0,30.0,,,,2.0,0.0,AS_NEW,True
57,11163000,asse,1730,Koensborre,92,50.9129324,4.191885,HOUSE,HOUSE,280000.0,BUY_REGULAR,,188.0,NOT_INSTALLED,1.0,,1,1.0,15.0,1.0,34.0,0.0,3.0,,TO_BE_DONE_UP,True
58,10947688,diksmuide,8600,Wilgendijk,40-42,51.0338417,2.8612234,HOUSE,HOUSE,320000.0,BUY_REGULAR,3.0,174.0,,1.0,,0,1.0,,,,90.0,,,TO_RESTORE,True
59,11020535,gavere,9890,Stationsstraat,66,50.9299385,3.6374336,APARTMENT,APARTMENT,299000.0,BUY_REGULAR,10.0,90.0,,,,0,1.0,,,,,2.0,,,True
60,11153163,anderlecht,1070,,,,,APARTMENT,APARTMENT,210000.0,BUY_REGULAR,,75.0,SEMI_EQUIPPED,1.0,0.0,0,1.0,9.0,,,,2.0,,AS_NEW,True
61,10951739,berchem,2600,Fruithoflaan,"3, 502",51.1828858,4.4380297,APARTMENT,APARTMENT,319000.0,BUY_REGULAR,,140.0,INSTALLED,1.0,,1,1.0,22.0,,,,,,,True
62,11076188,sint-jans-molenbeek,1080,Rue du Korenbeek,17,50.8590413,4.3091157,APARTMENT,GROUND_FLOOR,249000.0,BUY_REGULAR,,90.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,14.0,,,,2.0,,AS_NEW,True
63,11152623,deurne (2100),2100,Fredegandus Van Rielstraat,27,51.2096059,4.4759977,APARTMENT,APARTMENT,299000.0,BUY_REGULAR,9.0,,INSTALLED,1.0,,0,1.0,6.0,,,,,,,True
64,11152834,grobbendonk,2280,Herentalse steenweg,106,51.1746087,4.786698,HOUSE,HOUSE,698000.0,BUY_REGULAR,,307.0,INSTALLED,1.0,,1,1.0,,1.0,805.0,2385.0,4.0,1.0,GOOD,True
65,9595243,izegem,8870,Kasteelstraat,33,50.9182241,3.2211219,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,,True
66,11052730,waver,1300,Place Bosch,19,50.7138241,4.6119057,APARTMENT,APARTMENT,160000.0,BUY_REGULAR,,69.0,SEMI_EQUIPPED,1.0,0.0,0,,,,,,2.0,0.0,TO_RENOVATE,True
67,11161908,meise,1860,Westrodestraat,6,50.9959708,4.3252588,HOUSE,VILLA,599000.0,BUY_REGULAR,,260.0,INSTALLED,1.0,,1,1.0,,,,1664.0,4.0,,GOOD,True
68,11161345,asse,1731,,,,,HOUSE,HOUSE,460000.0,BUY_REGULAR,,200.0,INSTALLED,1.0,,1,1.0,30.0,1.0,40.0,198.0,3.0,,,True
69,11033628,brussel,1000,Sint-Goriksstraat,9,50.8474409,4.3475146,APARTMENT,APARTMENT,415000.0,BUY_REGULAR,,93.0,USA_INSTALLED,1.0,,1,,,1.0,45.0,,,,AS_NEW,True
70,11148007,edegem,2650,Ernest Jouretlaan,71,51.1486222,4.4569533,HOUSE,APARTMENT_BLOCK,1375000.0,BUY_REGULAR,,,HYPER_EQUIPPED,1.0,,1,,,,,0.0,,,,True
71,11148011,deurne,2100,De Berlaimontstraat,43,51.2283873,4.4567127,HOUSE,HOUSE,179000.0,BUY_REGULAR,,,INSTALLED,1.0,,1,,,,,0.0,,,,True
72,11158218,welle,9473,Broekstraat,124,50.8982189,4.041398,HOUSE,HOUSE,380000.0,BUY_REGULAR,3.0,93.0,,1.0,,1,1.0,,,,320.0,3.0,,JUST_RENOVATED,True
74,11138973,halen,3545,Singellaan,,50.9495581,5.1106217,APARTMENT,APARTMENT,282200.0,BUY_REGULAR,5.0,93.0,HYPER_EQUIPPED,1.0,,0,,,,,,,,GOOD,True
75,11161334,mechelen,2800,Koningin Astridlaan,132,51.0240088,4.468717,HOUSE,HOUSE,257931.0,BUY_REGULAR,4.0,72.0,,,,0,1.0,8.0,,,0.0,,,,True
76,9985452,knokke-heist,8300,Lentelaan,11,51.3460101,3.268392,APARTMENT,APARTMENT,1365000.0,BUY_REGULAR,16.0,157.0,INSTALLED,1.0,,0,1.0,,,,,,,,True
77,11153884,zottegem,9620,Kloosterstraat,67A,50.8511891,3.8196985,HOUSE,HOUSE,471800.0,BUY_REGULAR,,209.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,19.0,1.0,49.0,241.0,3.0,0.0,AS_NEW,True
78,11083322,fosses-la-ville,5070,Rue des Remparts,11,50.3951938,4.6972814,APARTMENT,APARTMENT,197000.0,BUY_REGULAR,,69.0,USA_INSTALLED,1.0,,0,1.0,9.0,,,,3.0,,JUST_RENOVATED,True
79,11143772,aalst,9300,Sinte Gudulastraat,11,50.9452041,4.0462358,HOUSE,HOUSE,240000.0,BUY_REGULAR,,124.0,INSTALLED,1.0,,0,,,,,59.0,2.0,,GOOD,True
80,11158666,wemmel,1780,De Limburg Stirumlaan,244,50.9011377,4.319904,HOUSE,APARTMENT_BLOCK,795000.0,BUY_REGULAR,,279.0,SEMI_EQUIPPED,1.0,,1,1.0,,,,180.0,2.0,,TO_BE_DONE_UP,True
81,11102172,overijse,3090,Leegheid,12,50.7719515,4.5404976,APARTMENT,DUPLEX,450000.0,BUY_REGULAR,,146.0,INSTALLED,1.0,,1,1.0,22.0,,,,3.0,,AS_NEW,True
82,11014595,brussel,1000,Avenue de l'Uruguay,4,50.799716,4.3929406,APARTMENT,GROUND_FLOOR,598000.0,BUY_REGULAR,,149.0,USA_HYPER_EQUIPPED,1.0,1.0,0,1.0,15.0,,,,2.0,,AS_NEW,True
83,10725918,antwerpen,2060,Ellermanstraat,61,51.2301643,4.4170893,APARTMENT,FLAT_STUDIO,145000.0,BUY_REGULAR,,31.0,,,,0,1.0,19.0,,,,4.0,,AS_NEW,True
84,11160666,wortegem-petegem,9790,,,,,HOUSE,HOUSE,539881.0,BUY_REGULAR,,241.0,,,,0,,,,,2239.0,4.0,,,True
85,11016926,lier,2500,Kapmes,12,51.1426546,4.5509929,APARTMENT,APARTMENT,324520.0,BUY_REGULAR,,94.0,INSTALLED,1.0,,1,1.0,21.0,,,,2.0,,,True
86,11158419,oostduinkerke,8670,,,,,HOUSE,HOUSE,209000.0,BUY_REGULAR,11.0,,,,,0,,,,,0.0,,,,True
87,11149427,knokke-heist,8300,Jozef Nellenslaan,89,51.3462716,3.2706348,APARTMENT,APARTMENT,1345000.0,BUY_REGULAR,1.0,121.0,,,,0,1.0,,,,,,,GOOD,True
88,11128321,gent,9000,Kouter,11-25,51.0499226,3.7238132,APARTMENT,APARTMENT,639669.0,BUY_REGULAR,,77.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,9.0,,,,2.0,0.0,AS_NEW,True
89,11154902,turnhout,2300,Jommekestraat,20,51.3377191,4.9344756,APARTMENT,GROUND_FLOOR,288900.0,BUY_REGULAR,,86.0,INSTALLED,1.0,,1,1.0,12.0,,,,2.0,,,True
90,11099164,varsenare,8490,Koning Albertstraat,25,51.1867411,3.1459096,APARTMENT,APARTMENT,265000.0,BUY_REGULAR,8.0,114.0,HYPER_EQUIPPED,1.0,,0,,,,,,,,AS_NEW,True
91,11161974,ganshoren,1083,"Avenue des Quatre-vingts Hêtres, Ganshoren, Belgique",36,50.879172,4.310065,HOUSE,HOUSE,449000.0,BUY_REGULAR,,191.0,USA_HYPER_EQUIPPED,1.0,0.0,0,,,,,310.0,3.0,,,True
92,11153195,antwerpen,2020,Kruishofstraat,146,51.1821925,4.3915097,APARTMENT,APARTMENT,219000.0,BUY_REGULAR,,89.0,USA_HYPER_EQUIPPED,1.0,,0,1.0,5.0,,,,,,,True
93,11146281,somzée,5651,Rue Saint-Antoine,48,50.2998791,4.4780142,HOUSE,HOUSE,329000.0,BUY_REGULAR,,169.0,,1.0,,0,1.0,17.0,1.0,829.0,937.0,4.0,,AS_NEW,True
94,10897491,bierbeek,3360,Groot Park,1E,50.8552211,4.776519,APARTMENT,APARTMENT,422440.0,BUY_REGULAR,,102.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,12.0,,,,4.0,1.0,AS_NEW,True
95,11146642,moeskroen,7700,,,,,HOUSE,HOUSE,435000.0,BUY_REGULAR,,220.0,INSTALLED,1.0,0.0,0,1.0,,1.0,600.0,1196.0,4.0,0.0,GOOD,True
96,11044168,liège,4000,Quai de Rome,108,50.6182094,5.5783806,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,,True
97,11122796,elsene,1050,,,,,APARTMENT,APARTMENT,260000.0,BUY_REGULAR,,63.0,USA_HYPER_EQUIPPED,1.0,0.0,0,,,,,,2.0,0.0,AS_NEW,True
98,11109630,verviers petit-rechain,4800,Thier de Hodimont,97,50.5985488,5.8438436,APARTMENT,APARTMENT,125000.0,BUY_REGULAR,,58.0,INSTALLED,1.0,0.0,0,1.0,16.0,,,,2.0,0.0,GOOD,True
99,11095764,gent,9000,Brusselsesteenweg,666,51.0294641,3.7646576,APARTMENT,PENTHOUSE,799000.0,BUY_REGULAR,11.0,130.0,HYPER_EQUIPPED,1.0,,0,1.0,11.0,,,,,,GOOD,True
100,10891188,asse zellik,1731,Breughelpark,"4,9",50.8843203,4.2703773,APARTMENT,APARTMENT,120000.0,BUY_REGULAR,,,,1.0,,0,1.0,,,,,,,,True
101,11041554,knokke-heist,8301,Zeedijk,104,51.3399705,3.2304659,APARTMENT,APARTMENT,298000.0,BUY_REGULAR,1.0,44.0,,,,0,,,,,,,,GOOD,True
102,11045756,oostkamp,8020,Stationsstraat,22,51.154188,3.237054,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,,True
103,8948318,knokke-heist,8300,Sportlaan,"6,A03",51.3435412,3.2836473,APARTMENT,SERVICE_FLAT,458000.0,BUY_REGULAR,,56.0,INSTALLED,1.0,,0,1.0,13.0,,,,3.0,,AS_NEW,True
104,11155351,oostrozebeke,8780,Grotstraat,84a,50.9447128,3.357753,HOUSE,HOUSE,105000.0,BUY_REGULAR,,60.0,,1.0,1.0,1,,,,,0.0,2.0,,GOOD,True
105,11142984,tienen,3300,Diestsesteenweg,191,50.8186831,4.9365061,HOUSE,HOUSE,290000.0,BUY_REGULAR,,173.0,,1.0,0.0,0,,,1.0,360.0,360.0,3.0,0.0,,True
106,11162380,ham,3945,Shermanstraat,40,51.1025986,5.1825444,HOUSE,HOUSE,381000.0,BUY_REGULAR,,197.0,HYPER_EQUIPPED,1.0,0.0,0,,,,,343.0,3.0,,AS_NEW,True
107,11154477,sint-niklaas,9100,Schoolstraat,174,51.1568933,4.1515034,HOUSE,HOUSE,255000.0,BUY_REGULAR,,146.0,NOT_INSTALLED,1.0,,1,1.0,,1.0,,348.0,2.0,,GOOD,True
108,11142438,braine-le-château,1440,Rue de la Station,41,50.6815744,4.2723966,HOUSE,MIXED_USE_BUILDING,615000.0,BUY_REGULAR,,450.0,SEMI_EQUIPPED,1.0,,1,,,1.0,275.0,650.0,3.0,,TO_RENOVATE,True
109,11128562,merchtem,1785,Oudstrijdersstraat,10,50.9527688,4.2301336,APARTMENT,APARTMENT,265000.0,BUY_REGULAR,,80.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,,,,,3.0,0.0,AS_NEW,True
110,10920371,antwerpen,2018,Markgravelei,117,51.1978271,4.4044644,APARTMENT,APARTMENT,475000.0,BUY_REGULAR,,101.0,USA_HYPER_EQUIPPED,1.0,,0,1.0,,,,,,,AS_NEW,True
111,11157329,machelen diegem,1831,Alfons de Cockplein,25,50.8952479,4.4363849,APARTMENT,APARTMENT,289000.0,BUY_REGULAR,,90.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,8.0,,,,2.0,0.0,AS_NEW,True
112,11147929,knesselare,9910,Drieselken,12,51.1397087,3.4147931,HOUSE,HOUSE,215000.0,BUY_REGULAR,1.0,94.0,,,,0,,,,,129.0,4.0,,TO_BE_DONE_UP,True
113,11147508,saint-georges-sur-meuse,4470,Rue Sur-les-Roches,30,50.5741025,5.3647479,HOUSE,HOUSE,309000.0,BUY_REGULAR,,131.0,SEMI_EQUIPPED,1.0,,1,1.0,30.0,1.0,630.0,1310.0,4.0,,GOOD,True
114,11145409,sint-kruis,8310,Julius Dooghelaan,55,51.2172987,3.2404154,HOUSE,HOUSE,340000.0,BUY_REGULAR,,216.0,INSTALLED,1.0,0.0,0,1.0,,,,136.0,3.0,0.0,,True
115,11145541,tielt (8700),8700,Kortrijkstraat,89,50.9964257,3.3256872,APARTMENT,APARTMENT,233410.0,BUY_REGULAR,2.0,,,,,0,,,,,,,,,True
116,10557069,deerlijk,8540,Sint-Rochusweg,322,50.8536142,3.361007,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,,True
117,11160954,wevelgem,8560,Kapellestraat,22,50.8134185,3.1869199,HOUSE,HOUSE,159500.0,BUY_REGULAR,8.0,129.0,,,,0,,,,,130.0,,,,True
118,10734920,mechelen,2800,Brusselsesteenweg,552,51.0030066,4.4733835,APARTMENT,PENTHOUSE,674500.0,BUY_REGULAR,,174.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,22.0,,,,,,AS_NEW,True
119,11151265,mol,2400,Stokt,50,51.1911167,5.0634523,HOUSE,HOUSE,275000.0,BUY_REGULAR,,307.0,,,,1,,,,,2870.0,4.0,,TO_RENOVATE,True
120,10823887,zellik,1731,Frans Thirrystraat,16,50.8859188,4.2727111,APARTMENT,APARTMENT,224750.0,BUY_REGULAR,,69.0,INSTALLED,1.0,0.0,0,1.0,7.0,,,,2.0,,GOOD,True
121,11140559,vorst,1190,Avenue du Globe,55,50.8075484,4.3258636,APARTMENT,APARTMENT,270000.0,BUY_REGULAR,,92.0,INSTALLED,1.0,,0,1.0,4.0,,,,,0.0,AS_NEW,True
122,10675306,liège chênée,4032,Quai des Ardennes,160,50.6147551,5.6103796,APARTMENT,APARTMENT,180000.0,BUY_REGULAR,,110.0,INSTALLED,1.0,0.0,0,1.0,6.0,,,,2.0,0.0,GOOD,True
123,11160908,leuven,3000,Dekenstraat,28,50.873571,4.7093409,APARTMENT,FLAT_STUDIO,189000.0,BUY_REGULAR,,29.0,,,,1,,,,,,2.0,,TO_BE_DONE_UP,True
124,11029197,gent,9000,Sint-Amandstraat,25,51.0430929,3.724988,APARTMENT,APARTMENT,529629.0,BUY_REGULAR,,85.0,HYPER_EQUIPPED,1.0,0.0,0,1.0,,,,,2.0,,AS_NEW,True
125,11153333,gentbrugge,9050,Rode-Kruisstraat,5-9,51.0284723,3.7641375,HOUSE,HOUSE,509000.0,BUY_REGULAR,,185.0,USA_HYPER_EQUIPPED,1.0,0.0,0,1.0,,1.0,84.0,170.0,3.0,0.0,AS_NEW,True
126,11103591,sint-jans-molenbeek,1080,,,,,APARTMENT,APARTMENT,195000.0,BUY_REGULAR,,100.0,INSTALLED,1.0,,0,1.0,,,,,2.0,,TO_BE_DONE_UP,True
127,11147421,montegnée,4420,Rue des Écoles,13,50.6419582,5.5208475,APARTMENT,APARTMENT,162138.0,BUY_REGULAR,,60.0,INSTALLED,1.0,,1,,,,,,2.0,,AS_NEW,True
128,11154822,geel,2440,Kalvariebergstraat,30,51.1055629,4.9716744,HOUSE,BUNGALOW,499000.0,BUY_REGULAR,,165.0,SEMI_EQUIPPED,1.0,,1,1.0,,1.0,,11903.0,4.0,,TO_RENOVATE,True
129,10890097,knokke-heist,8300,Ferdinand Mosselmanstraat,7,51.3496524,3.2898276,APARTMENT,APARTMENT,639000.0,BUY_REGULAR,1.0,94.0,,,,0,,,,,,,,GOOD,True
130,10984827,elsene,1050,Van Eyckstraat,1,50.8206767,4.3667163,APARTMENT,APARTMENT,732000.0,BUY_REGULAR,5.0,120.0,,,,0,1.0,19.0,,,,,,,True
131,10470742,meise,1860,Baptist De Donderstraat,,50.9370426,4.3268568,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,,,,0,,,,,,,,,True
